Engine_Temperature, Engine_RPM  , Coolant_Temperature, Oil_Level   , Battery_Voltage, Mileage    , Tire_Pressure, Fuel_Pressure, penalty     , RUL_Hours
      106.2860654 ,  560.6351463,        101.3963314 ,  82.03331117,     23.68500225, 230276.761 ,  113.8195788 ,  126.6253666 , 53.17533456 , 1285.042423
      106.3698957 , 1773.693444 ,         98.73417456,  73.69038079,     23.94493742, 357520.4457,   87.06082791,  118.5411561 , 33.39092319 , 1297.897151
      102.5366156 , 1207.573161 ,         96.87516171,  85.87909092,     24.77381351, 181466.0998,   85.5841047 ,  113.0288281 , 8.912722487 , 1337.52892
       98.92354904,  638.7877893,        101.4894782 ,  77.06734181,     24.42885508, 312688.9492,  109.6974124 ,   88.16227308, 27.81463116 , 1303.929151
       96.51487887,  756.4119869,         89.4096655 ,  75.41020093,     23.05985647, 265131.0231,  117.8759232 ,  135.9472074 , 19.11645769 , 1322.534935
      104.0118282 , 1770.317453 ,         87.84375241, 107.9667956 ,     24.69099241, 498798.8474,   86.1754452 ,  138.7216723 , -33.33654297, 1390.217621
      109.9319671 , 2084.119453 ,        104.2357241 ,  74.88747288,     24.67538036, 426818.3709,  119.7260116 ,   97.01526066, 6.380142513 , 1350.586692
      107.5202547 , 1896.516554 ,         96.24464536,  74.89666436,     23.9720956 , 477517.8584,   90.31338394,   88.85502467, -1.310196213, 1333.353595
      104.7806531 , 1917.43261  ,         90.67009701,  85.36481115,     23.26100488, 181457.0505,  115.5567426 ,  109.597248  , 17.44113178 , 1322.804761
      101.3918205 ,  561.7547358,        100.3785644 ,  92.68857645,     24.00660877, 164437.6582,   87.83150634,   85.91227093, 125.7926389 , 1245.694021
       98.44005571, 1569.840512 ,         89.28337398,  76.13229976,     23.15441303, 264430.2132,   90.12212455,  110.9456784 , 36.66028669 , 1323.267716
       93.02761321, 1091.907472 ,        100.8590599 ,  83.83720978,     23.90951969, 133147.4038,   97.50989165,  109.3274948 , 13.85905563 , 1377.642245
       92.46790963, 1109.413927 ,         98.38333372,  75.84618263,     23.59819927, 153549.6833,   85.55640223,   84.684491  , 82.72789225 , 1290.874671
       95.55226101,  898.0759215,         85.23011573, 110.9983402 ,     24.25865132, 194847.4657,   95.79899807,   85.05769626, 34.9163274  , 1337.969534
       99.76805431, 2095.255793 ,         86.73464713,  80.72423926,     23.69868325, 242852.0211,  104.6150645 ,   95.21984619, -1.713779121, 1323.956408
      105.7030554 , 1676.97841  ,         94.00675314,  81.60357781,     23.9627176 , 261932.0662,   84.83037885,  109.7046354 , 9.944890677 , 1355.332316
      106.307688  , 1207.844066 ,        103.5545291 , 114.4504475 ,     23.0883491 , 387543.4054,   80.52635926,  115.5295414 , 103.814635  , 1245.123229
       91.46363485, 1089.314462 ,         88.85472273, 115.0907344 ,     24.46232755, 312612.6937,   89.9577349 ,  108.8710168 , -1.478846312, 1340.45921
       91.49642652, 2368.806505 ,         98.3752458 ,  72.05858721,     23.6070937 , 267433.4772,   80.06071809,  126.2776953 , 28.574994   , 1324.785313
      106.2361858 ,  642.6987707,         90.80608122, 109.6556472 ,     24.06558893, 397944.4095,  119.3202119 ,  136.275842  , 3.160840677 , 1365.74339
       96.50970635, 1684.579893 ,        104.2096812 ,  77.42435595,     23.07714785, 268429.1438,   88.86293875,  104.5307001 , 36.21067077 , 1323.805961
       98.47256182, 2461.830856 ,         94.3891215 ,  96.89378644,     23.59475841, 324160.1476,  103.8721402 ,  115.4174207 , -1.3554103  , 1333.785934
      107.6975401 , 1863.25699  ,         87.02769787, 104.0205407 ,     24.90303829, 288594.8079,  101.9703578 ,  135.635453  , -4.80607769 , 1369.655256
      108.8956018 , 1859.111186 ,        101.4158477 , 106.3773033 ,     24.48899994, 143253.8004,   96.64642715,  123.3622324 , -1.050777251, 1338.299026
      104.8306708 , 2329.080015 ,         89.79428645, 108.775577  ,     24.31606396, 305987.1645,   87.39214299,  115.9968363 , 35.72286361 , 1318.610799
      107.7381714 , 1347.639928 ,        101.5670534 ,  85.25869699,     24.32579788, 483305.7571,  118.8686877 ,  136.8045286 , 40.50647317 , 1303.426526
       93.02542819, 1304.536819 ,         91.85560772,  97.55852253,     23.29694284, 470589.9138,  117.2605406 ,  115.5527817 , -4.52452013 , 1350.147195
       92.51557596, 1658.768931 ,         86.76901495,  81.4919283 ,     24.20699411, 178129.7479,  114.9703438 ,  117.8221785 , 63.69560993 , 1301.62925
       93.81623307,  819.9415076,         97.66012983,  93.79553699,     23.08984959, 483249.9978,  104.0577505 ,  128.7043042 , 18.44816051 , 1310.747965
       96.70208426, 2062.418718 ,        102.0542536 ,  85.69254981,     23.43931041, 207164.2159,   98.77491578,  121.5330242 , -42.8333603 , 1431.737262
       99.64283319, 1070.540901 ,         85.6146077 ,  97.77146024,     24.845092  , 249747.3532,   96.28711039,  131.0211071 , 8.999876625 , 1304.578402
       95.63398168, 1532.815532 ,         89.1021791 ,  82.71017108,     24.85803735, 300257.6911,  105.4156238 ,  114.1650038 , 28.14712311 , 1309.899523
      106.7745741 , 1057.455134 ,         87.17186797, 103.7807377 ,     24.11406921, 332515.4781,  119.9265086 ,  115.634708  , 70.74502423 , 1286.659214
      101.5350114 , 2192.611456 ,         99.2006499 , 113.0270918 ,     24.45517265, 444039.0926,  105.7164784 ,   90.4234038 , 29.13987655 , 1332.546407
       96.99668385, 1473.447695 ,         88.52528806,  93.31002825,     24.24951336, 154121.8444,   96.48640286,   85.39901009, -17.14711902, 1365.137605
       93.23285724,  993.0795052,         88.58537171,  91.66152922,     24.75710671, 370712.8559,  118.5115107 ,  131.9617084 , -5.415538409, 1354.267724
      109.6550957 , 1470.781594 ,        101.990576  , 107.6204082 ,     24.83718606, 258785.2552,  107.3655033 ,   89.08280447, 67.9363367  , 1290.274665
       91.43024462,  799.7782422,         93.70553934, 106.3458516 ,     23.74586043, 402654.4837,  107.5142301 ,  112.3674147 , 62.52726471 , 1282.851346
      105.1945655 ,  735.5715303,         95.74145113,  71.36793967,     23.9756128 , 188415.9995,  105.5591678 ,   89.65592584, -17.6568662 , 1395.520491
       96.17657969, 1314.55378  ,         85.05025655,  73.69677817,     24.42259056, 470648.4477,   91.03197113,  106.8806291 , -13.44694986, 1380.233932
      101.3111031 ,  611.5563011,         89.58562105, 115.096722  ,     24.32886718, 161655.368 ,  108.0106709 ,  116.0363662 , 90.96282649 , 1276.493661
      106.5477372 , 1581.663108 ,        104.0827244 ,  79.3322562 ,     23.16645297, 480445.0294,   89.09174987,  132.7832452 , 34.97692786 , 1295.699938
       99.97878637, 1358.962115 ,         95.7575471 , 105.9504616 ,     24.18101232, 347683.7896,   85.87029768,  131.9853196 , 19.79468291 , 1328.617549
       91.45634999,  881.9987937,        100.7420812 ,  90.19216995,     23.74736727, 330760.9342,  107.9331583 ,  126.4594268 , 46.97873165 , 1297.011949
      101.535447  , 1072.226251 ,        101.5871131 , 105.1519529 ,     23.11344775, 291407.7221,  112.866143  ,  130.0241642 , -70.94910557, 1400.837078
       98.73966632,  890.8385167,         93.8236673 ,  82.90330098,     23.79159832, 216118.8729,  107.8616104 ,  109.6081817 , 25.99388198 , 1331.209402
      106.8385273 , 2067.205304 ,         90.04404625,  76.51193568,     23.64104814, 328106.1977,   83.11371271,  129.5050723 , 32.90894353 , 1306.338141
       93.44931026, 1384.758531 ,        103.5567058 , 109.5224961 ,     23.66868112, 326908.8414,   88.83635073,  102.5113492 , 68.10969075 , 1294.998386
       99.70879408, 2059.695384 ,         96.57259709,  90.55747856,     23.98015788, 370282.8236,   85.91078826,   90.28784836, -12.24669719, 1340.842866
      100.4531227 , 1211.519083 ,        103.757807  ,  99.08430681,     24.63468319, 372304.8688,  110.7544976 ,   93.15566993, 33.47849495 , 1350.902317
       93.39139065, 1838.777124 ,         96.49665684, 100.8423775 ,     23.72083997, 353945.6186,  111.712273  ,  100.6043431 , 31.17788114 , 1300.895466
      109.1739639 , 2240.454602 ,         88.71180178, 111.5975579 ,     23.00142012, 299465.1446,   94.00587703,  137.7439876 , -0.363124887, 1354.749172
       95.05185978, 1260.108206 ,        102.7474038 , 108.8691474 ,     24.85770529, 470461.7864,  106.7253546 ,  118.91702   , -2.052882169, 1367.890068
       93.29593716, 2280.799547 ,         91.02962007, 119.3514777 ,     24.57410845, 220097.2905,  105.985534  ,  137.3098668 , 18.41264163 , 1320.17455
      108.1473137 , 2163.647745 ,        101.9581161 ,  81.63216466,     23.12475776, 206819.4363,  106.2287156 ,   95.36980423, -17.86113937, 1384.910512
       97.37252432, 1643.252105 ,         85.37426869, 116.8248422 ,     23.31243691, 367389.9229,   98.57549172,  111.4672461 , 41.01309778 , 1284.40323
      102.4245902 ,  749.1858796,         97.55394824,  89.09831158,     24.49148322, 273895.836 ,  105.2648503 ,  100.2471586 , 45.54069252 , 1333.501662
       92.91940061, 2286.510433 ,        100.597616  ,  71.98341987,     23.66644125, 322932.3209,   93.25070111,   80.19777217, 2.430471164 , 1347.852514
       95.06065148,  909.9896725,         89.60645104, 119.0064282 ,     24.43503282, 301691.9895,   86.57199032,  124.4751132 , 23.83339526 , 1314.238377
       97.33962509, 1347.608732 ,        104.2034874 ,  88.69557266,     23.50234528, 454472.6017,  115.5374287 ,  118.7621369 , -11.72319787, 1355.739562
       96.69675101, 1039.007998 ,         89.02577371, 102.4191863 ,     24.40880131, 479026.9758,   98.64997424,  114.1216828 , 10.4105003  , 1355.767885
      103.1787723 , 2023.899129 ,         99.54595191, 101.2329093 ,     23.90237202, 470551.0637,   90.29927026,  121.2519493 , 29.07718284 , 1309.233711
       91.99528988, 2190.477355 ,         85.61601904,  83.16018941,     24.024107  , 100904.6595,  110.1299086 ,  114.8377083 , 102.8898173 , 1232.123029
       95.85109618,  551.8799901,        102.8185326 , 107.6548918 ,     24.06520543, 314955.3078,   89.04243973,  105.7573615 , -21.96823528, 1367.537503
      109.595241  ,  699.4789944,         86.81063235, 105.8813847 ,     24.08416382, 409857.8612,   80.16647088,  130.0827577 , 75.03027398 , 1251.430484
       93.53044445, 2261.930991 ,         99.82419034,  93.31176867,     23.44269485, 151147.327 ,   81.83408844,   84.65823881, 39.92933916 , 1346.481539
       93.09522159, 2215.555961 ,         86.20390034,  93.95667695,     24.88862464, 184748.751 ,  104.0369102 ,  116.6750437 , 46.14978336 , 1292.522325
       93.20738523,  681.9730491,         88.10901858,  91.94475574,     23.94206303, 105980.0886,   97.44744787,  109.3227816 , 88.23177048 , 1278.400565
      103.8832306 , 2243.980038 ,         89.85955443, 118.5211503 ,     23.59578068, 425592.5211,   97.56330566,   82.31674771, 10.85097488 , 1343.338427
       99.41088262, 1563.356933 ,         87.99979257,  95.17895121,     23.08890469, 195139.2353,  100.1459154 ,  131.806793  , 12.27391654 , 1318.035403
      105.3008796 ,  927.9136156,         98.49940833,  87.43597486,     24.50711392, 433962.2632,  104.1064442 ,  113.2939302 , 43.28923614 , 1306.59167
       96.7752659 , 2490.01453  ,         85.92212573, 114.3792844 ,     23.37894346, 371004.6847,   94.40807431,   91.02369198, 100.499126  , 1265.18093
       91.88814469,  831.709785 ,         96.32896716, 113.3139092 ,     24.37101411, 422402.7778,  105.307997  ,  136.0926456 , 52.92226231 , 1293.312511
      108.9238346 ,  786.6081879,         98.28431836,  84.71614846,     24.13073664, 297187.3568,  114.1120061 ,   88.92731288, 13.54361433 , 1360.318645
       98.76862773, 1543.392581 ,         98.21967504,  72.36871785,     23.16784421, 199326.8574,  103.0302057 ,  116.5424499 , 0.969251107 , 1369.461057
      109.1488937 , 1526.683682 ,         99.91928334,  74.1010653 ,     23.16012634, 384573.9578,  106.1578066 ,   82.46929103, 23.80821821 , 1344.570079
      104.1817458 , 1352.041442 ,         87.49851798,  85.7660529 ,     23.59786242, 152994.0405,  119.7172004 ,  126.0291578 , 5.498073724 , 1335.308791
       95.84424354, 1186.442293 ,        102.9486731 , 114.0606203 ,     24.85808104, 130172.804 ,  101.3588204 ,   82.0930462 , 16.02283603 , 1312.380315
       94.64499006,  536.9390674,         95.6569796 ,  96.81519588,     24.63019887, 333738.5129,  117.1436132 ,   81.13846127, 67.99626474 , 1269.731983
      109.1718304 , 1092.80118  ,         97.83406549,  70.06167298,     23.16145202, 123514.1596,  101.9846704 ,   92.39527944, 29.75516747 , 1324.169651
       95.68793921,  563.6972854,         94.95246761,  87.42711237,     23.28921321, 150400.5868,   99.11965096,  138.0717879 , -0.644528467, 1361.560263
       94.09737156, 1588.213952 ,         90.14589108, 107.3528809 ,     24.53153028, 312856.6993,  110.7569681 ,  109.3942897 , 32.74728326 , 1273.821289
      100.8831916 , 1477.670278 ,        104.1045539 ,  95.58765835,     24.22827175, 437089.567 ,   97.19599842,   81.16596256, 61.89813056 , 1287.939605
       95.011073  , 2210.031062 ,         92.49079451, 111.1912347 ,     23.53592894, 156938.306 ,   87.70464893,   90.37647991, -62.07004649, 1415.231831
      104.4042516 , 1496.436384 ,         85.49687662,  78.01767513,     23.18579366, 166911.5641,  116.8961073 ,  131.9271115 , 2.145647862 , 1342.303467
       94.4431389 , 1342.211844 ,         99.87754684,  93.76927965,     24.53708143, 185921.5704,   80.3855686 ,   86.68066535, -2.198347667, 1378.023824
      103.1859401 , 1622.337274 ,        103.4110212 , 100.253661  ,     23.69718618, 192297.8628,   87.57125445,  107.6113153 , 68.26134535 , 1290.174256
      100.627891  , 1012.31753  ,         99.17398903, 116.0196492 ,     24.53141154, 381606.1649,   91.69334588,  111.4855363 , 11.77708778 , 1364.42675
       93.1491078 , 1095.10364  ,         91.00472306,  74.64682075,     23.28914799, 334630.4495,   88.6488611 ,   83.37234019, -26.50524843, 1372.186038
      109.6919515 , 1679.86115  ,         87.03998812, 117.1844357 ,     24.35974191, 305584.1813,   91.86102029,  114.1355139 , 17.32816101 , 1351.421389
       97.13040473, 1374.661867 ,         97.96532641, 106.4403793 ,     24.45346438, 183714.8791,   91.2675522 ,  109.7816993 , 3.415906268 , 1379.285422
      106.0213387 , 1488.278135 ,        100.1651285 , 106.0429493 ,     23.93187228, 230854.1691,  104.922573  ,  108.0458439 , -16.47575932, 1392.709628
      102.3727188 , 1593.807088 ,         98.98208056, 109.1050038 ,     24.98014698, 292121.6994,  115.1454249 ,  122.9749227 , 17.89445511 , 1310.262713
       91.0410241 , 2469.180217 ,         99.75222971, 117.0222091 ,     23.84119101, 217890.3234,  113.262618  ,  116.7943053 , 27.90959569 , 1317.016883
      109.8284036 , 2076.545229 ,        102.3781769 ,  86.99055286,     23.68393016, 474858.4469,   95.39638477,  101.1147169 , 34.39341669 , 1308.703289
      108.5444205 , 1236.28976  ,        104.0319726 ,  75.76999234,     23.23127019, 212031.0151,   98.38633076,  125.5998893 , -77.48649624, 1437.271587
       92.59395818, 1983.223395 ,         93.20276903,  81.67165653,     23.31436556, 110799.5595,   96.64019972,   85.57512801, 50.11250796 , 1313.614563
       97.0919252 , 2126.781391 ,        100.6788258 , 118.8870505 ,     23.68174941, 490946.1308,  117.2085492 ,  128.9498331 , 86.45569409 , 1246.766452
       95.86715116, 2482.542391 ,         88.65477841,  93.22842805,     24.40808632, 438439.7667,   98.32594069,  117.9268688 , 40.30405268 , 1311.052718
       97.56116977, 2198.928893 ,        100.9340443 ,  85.80372883,     23.02063063, 414468.3197,  100.3647605 ,  111.0932241 , 4.108667002 , 1305.492786
      100.341145  , 1864.965528 ,         85.16637562,  75.48821944,     23.92203331, 379639.3085,   88.33662963,  114.3675396 , 18.9803447  , 1359.858555
       90.4214441 , 1013.469026 ,         87.95149803, 101.1307297 ,     23.32509952, 208176.3272,  101.3865569 ,  134.5215449 , 47.6588875  , 1292.093628
      102.7275636 , 1322.500127 ,        101.8222424 , 113.1788574 ,     23.97738108, 493455.5835,   83.63693228,   89.13840467, 42.01352761 , 1309.103751
       99.33941705,  755.6853659,         92.46539206,  83.41658213,     24.96741523, 463312.4122,   89.60626277,  105.4916255 , 20.63090907 , 1323.176097
      104.3658431 , 2324.189856 ,         96.81420742,  96.26972728,     24.69888947, 142353.7415,  116.3073279 ,  110.7820462 , 20.61200315 , 1352.308548
      103.2321132 , 2139.439608 ,         95.64441481,  72.83970389,     23.04493115, 238616.9286,  109.3023831 ,   92.66276951, 36.46168219 , 1256.788189
       93.42380248, 2374.762216 ,         98.7065362 ,  92.71761314,     23.36135789, 173521.0833,  109.9778207 ,  105.7462418 , 52.24587469 , 1297.421919
       98.16766418, 1734.536235 ,         88.44255692, 102.4442811 ,     24.94248984, 222574.1816,  100.1898415 ,   84.79132848, 57.68893539 , 1290.19469
       94.65471173,  829.2543627,         93.26614343,  86.0227459 ,     24.0750291 , 231129.294 ,   89.06382415,  111.8873864 , 52.47401388 , 1288.453258
      102.0883206 , 1593.309809 ,         85.29546802, 108.6386158 ,     23.523017  , 111202.395 ,   95.59859004,   90.46176508, 55.83068441 , 1328.693847
       94.96864644,  657.8635365,         85.83784012, 112.1372765 ,     23.92075617, 145710.1786,   83.09021246,   80.62465737, 53.24408835 , 1279.009323
       98.85948903,  984.8887739,         90.34813818,  89.82738241,     23.72659159, 325751.7971,  118.4161325 ,   82.34546435, 63.43486057 , 1302.001063
      107.3741396 , 1139.762655 ,         87.67373918, 105.1356689 ,     23.22695636, 403426.8026,  102.8754465 ,  107.5102365 , 26.13315445 , 1330.991901
      100.072247  ,  824.8311175,         99.66757003,  75.76949822,     23.37410649, 175017.0244,   95.74763195,   97.96407632, -0.176938033, 1375.407323
       94.84013813, 1246.102449 ,         98.16440892,  77.81127801,     23.46436994, 368870.0456,   89.00428454,  122.163585  , 79.54379405 , 1257.112424
       97.50373839,  980.5364863,         98.26154211,  77.92581046,     24.22711056, 191871.4391,  102.4156274 ,  114.1465118 , 9.743021415 , 1325.597601
      104.0947541 , 1898.627644 ,         90.35743526,  83.00076193,     23.44946355, 471458.7546,  115.9704407 ,   88.92960141, 18.5316388  , 1353.389759
       90.15008725, 2036.920057 ,         85.62827548, 103.5399761 ,     24.97880611, 206129.4792,  104.7439444 ,   95.29391896, 7.772486488 , 1350.73394
      101.6594245 , 1532.347069 ,         91.03988075, 117.2185415 ,     24.236335  , 178166.6461,  105.2284634 ,   81.33867251, 5.853333589 , 1313.24792
      100.4249066 ,  752.4835916,        100.2278831 , 106.0867081 ,     24.41325558, 351884.9692,  103.9651238 ,  123.0384375 , 58.13338346 , 1281.080516
       97.0500926 ,  802.715165 ,         87.90470895, 108.434117  ,     23.10172546, 236728.2416,   83.9640837 ,  104.0030751 , 39.54394521 , 1318.183708
       97.09673396, 2022.633874 ,        100.286419  ,  72.31489446,     24.23342796, 171039.0038,  110.4983734 ,  118.8368005 , 14.60074085 , 1352.154544
       95.45112507, 1243.345447 ,         86.66231563,  78.74737806,     23.01237127, 280125.4923,   89.31133534,  123.4792596 , 64.00417819 , 1272.411209
      100.9859556 , 2274.460786 ,         89.15696528, 113.3683094 ,     24.84696236, 481010.6119,   81.50821127,  132.9386434 , 68.1030444  , 1223.611836
      109.8230322 , 1002.042529 ,         85.19390637, 101.5862479 ,     23.44192636, 300409.2613,  114.7638256 ,   86.92238821, 38.7157259  , 1321.748738
       98.95758431,  752.0183192,        100.0633518 ,  72.09495542,     24.03702678, 217384.3026,  115.2103371 ,  110.3928134 , 34.39990859 , 1291.193678
       99.05897861, 1588.963206 ,        101.5528663 ,  81.93831109,     23.89685018, 367773.7326,   94.05325768,  113.7784251 , -14.43721771, 1324.090442
       95.15297732,  557.2875025,         96.5195603 , 119.5306619 ,     24.36638999, 421737.1181,   93.80673416,  129.5507103 , 38.40655513 , 1254.946926
       98.65424959, 1036.175267 ,         87.67323058,  75.1575965 ,     23.39869649, 293783.5496,  111.0460726 ,   85.04540224, 76.53604362 , 1289.743574
      104.5550021 , 1390.427278 ,        104.7625213 ,  95.84454873,     23.53379735, 112924.0617,  116.3279405 ,  129.4601132 , 38.86764664 , 1313.704702
       93.72110267, 2321.969281 ,         96.42289294,  89.18196291,     23.24575887, 407634.651 ,  116.2801735 ,  139.1830699 , -7.652290888, 1353.139163
       99.77062756, 1621.509806 ,         87.40100212,  97.84008589,     23.64187579, 223136.5802,   85.55610135,   98.51740625, -1.752618216, 1379.533106
       95.52901183, 1403.04468  ,         96.81039694, 106.4845526 ,     24.42276487, 292456.1346,   84.49891705,  113.0751059 , 5.415026997 , 1357.331467
      102.9027891 , 1709.672503 ,         92.11328615, 116.3989462 ,     23.88530049, 445392.6247,   88.83942752,   88.97082082, 0.9040971   , 1381.421904
      108.5196471 , 2418.290292 ,         94.00283953, 109.7456928 ,     24.39083106, 247247.7177,   88.46642306,  138.2906149 , -2.049821295, 1324.195112
       99.61371014, 1712.28395  ,         86.95103464,  88.06778545,     23.12678751, 222490.7079,  115.6500538 ,  123.3163138 , -37.69006658, 1386.999054
      107.9572545 ,  956.7070667,         86.11060063,  77.40638876,     24.20520478, 358031.9119,  109.7943537 ,   81.93820148, 20.70129179 , 1296.964441
       93.55001467, 2379.398845 ,         93.68245228,  94.54971193,     24.96540212, 450834.1995,  112.0228583 ,   90.08530633, 46.33455685 , 1299.077797
       90.48695764, 1055.50235  ,         94.81804566, 110.2813514 ,     24.64108167, 415472.342 ,  113.0692394 ,  126.8030293 , -8.902972421, 1353.930655
      108.9529461 , 1164.03318  ,         86.00635557, 107.7547273 ,     24.71992354, 471411.3526,  106.3012031 ,  136.496801  , 52.7789925  , 1309.75328
       95.48066867, 2498.330052 ,         92.76795382,  93.26797929,     23.51729264, 490973.6096,   81.12563734,   81.79652331, 36.71364856 , 1314.197629
       96.75878711, 2104.494252 ,         89.14987975,  91.16896037,     24.95951107, 290870.9131,  111.119811  ,  111.7249965 , 55.24590232 , 1307.222241
       95.38363391, 1727.013619 ,         87.45329893,  97.01921364,     24.8917095 , 177224.9409,  106.5931629 ,  104.800255  , 31.26502116 , 1332.803782
       91.46747949,  799.7929319,        103.9284403 ,  70.93594406,     23.64827376, 268924.3204,  111.9854996 ,  123.2332267 , 58.6011863  , 1334.497387
      104.7742607 ,  926.2299346,         98.03919587,  77.77722917,     24.79412666, 484800.3348,   82.07771632,  112.8021125 , 7.412049475 , 1336.282017
      105.0610627 ,  875.5033693,         92.67328898,  81.95317602,     24.76241148, 458178.2412,  115.3482336 ,  117.1634276 , 71.2351072  , 1259.944439
       95.40179446, 1272.444691 ,         96.5215088 , 118.7054356 ,     24.95737785, 101495.5644,   97.03665452,  108.8221275 , 20.8511034  , 1334.070569
       97.96469008,  544.4851164,         98.0269637 , 117.5984106 ,     23.34896731, 326745.0128,  112.8006074 ,  119.4972202 , 13.63085189 , 1320.323548
      108.3181547 , 1348.068702 ,         89.21983538,  74.96381746,     23.69385386, 252413.9657,   94.0733886 ,   86.85368741, -32.72306884, 1412.362284
       99.33585206, 1777.16686  ,         91.95878338,  97.01770691,     23.98109377, 465760.7901,  115.114326  ,   93.42825756, 15.20911362 , 1329.126526
       99.23498336, 1362.549328 ,         98.91876653, 108.3849905 ,     23.18013848, 370372.3161,   90.48350966,   90.4799776 , 57.32532996 , 1281.363143
      102.4625005 ,  727.640527 ,        101.384494  ,  70.33115045,     23.38760185, 236916.0644,  104.2656547 ,  101.8246314 , -21.07977498, 1361.653461
      105.686535  , 1262.267333 ,         98.6656121 ,  75.25414786,     24.98907386, 222098.5811,   93.56016566,  105.09221   , 24.5717418  , 1339.796607
      107.0854673 , 1594.43355  ,        100.3330242 , 111.0409755 ,     23.67945446, 406935.8982,   98.564349  ,  111.8969431 , 19.91799707 , 1326.927063
       91.69239091, 1063.798503 ,        104.0739619 ,  98.88352195,     24.59073298, 420951.5765,  111.7380064 ,  139.9712323 , 69.35832659 , 1267.808337
      108.5363615 ,  909.146764 ,         88.9993202 ,  96.47841621,     23.81884283, 114682.5452,  102.5286633 ,  130.6721524 , 15.2386929  , 1368.068345
      109.5621441 ,  552.8550952,         85.35603805, 102.7478005 ,     23.7662169 , 304807.5502,   81.96252433,  105.4158697 , 26.87726166 , 1305.999342
       99.99941368, 1681.810992 ,         92.32501137, 112.5430787 ,     23.49297151, 206650.2004,   98.35752665,   96.86154674, 37.99638128 , 1312.71494
      100.3766338 , 1960.279653 ,         88.36007664,  85.49104707,     24.56992797, 249006.0765,  116.084674  ,   99.1223917 , -1.910477433, 1364.956601
       98.13916183, 1997.370546 ,         99.52315646,  70.59763839,     24.47679297, 278540.9949,   87.74317207,  123.8841518 , 22.73737808 , 1294.63592
      107.1823861 , 1921.798303 ,         93.61437749,  72.63235673,     23.04494139, 235035.9488,  109.0018638 ,  110.2874591 , 48.93889533 , 1310.666315
       93.95139519, 2197.92212  ,         87.1831965 , 101.9630414 ,     24.06363627, 480015.123 ,   94.88788448,   98.89858742, 5.972367106 , 1322.925479
       95.90583675, 1506.020511 ,         88.15792225, 107.7232219 ,     23.50884485, 474425.6782,   90.56564465,  133.5978276 , -17.68379473, 1384.13945
       98.73872124, 2344.360506 ,         87.83794884, 105.7376568 ,     23.66159483, 378844.3968,   82.03004666,  110.1976471 , -38.53934814, 1369.286328
       92.54148279, 1588.156864 ,         91.42830163,  76.06739447,     24.79413339, 336248.2372,  119.2828229 ,   84.70942122, 25.63771982 , 1338.217661
      106.7407353 ,  759.8525371,        104.5244583 ,  78.08773785,     23.48714475, 143794.3811,   85.83277998,   86.10492585, -15.4673263 , 1387.583988
      105.6895602 ,  870.4210024,         98.35409007, 104.4472378 ,     23.77758697, 218466.5981,   89.53723647,  139.4652059 , -7.070698351, 1374.299429
       94.17446875, 1117.076281 ,         91.37575739,  87.82232353,     24.81204861, 411254.6867,   96.78948795,  123.3102273 , 38.27114955 , 1316.755183
      101.4949637 , 2112.398273 ,        100.6479394 ,  93.81485632,     24.98964127, 378619.6879,  117.8031203 ,  114.2691276 , 55.02023052 , 1290.353751
